College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Project_Rank_in_CGPA
clg0062,114.0,9.86,9.47,5.0,no,7.0,4.0,0.0,no,6.0
clg0036,111.0,6.38,6.27,4.0,no,5.0,6.0,3.0,yes,3.0
clg0062,98.0,9.41,9.41,5.0,yes,9.0,3.0,1.0,no,5.0
clg0072,134.0,6.61,6.12,6.0,no,9.0,5.0,1.0,no,5.0
clg0011,130.0,6.05,6.01,6.0,no,5.0,2.0,3.0,no,3.0
clg0096,102.0,7.63,7.9,6.0,no,7.0,1.0,0.0,no,6.0
clg0020,79.0,6.41,6.86,9.0,no,5.0,7.0,0.0,no,6.0
clg0055,96.0,9.81,9.41,9.0,yes,5.0,4.0,3.0,no,3.0
clg0030,94.0,7.8,8.2,8.0,no,0.0,3.0,2.0,no,4.0
clg0072,87.0,6.35,6.67,3.0,yes,5.0,9.0,3.0,no,3.0
clg0016,84.0,6.3,6.49,8.0,no,4.0,5.0,0.0,no,6.0
clg0056,89.0,9.48,7.56,6.0,no,5.0,4.0,3.0,no,3.0
clg0053,106.0,5.59,5.36,8.0,yes,9.0,9.0,3.0,no,3.0
clg0064,125.0,6.17,6.17,6.0,no,4.0,6.0,2.0,no,4.0
clg0023,105.0,8.92,8.68,7.0,no,10.0,5.0,5.0,no,1.0
clg0062,99.0,8.42,8.81,2.0,no,3.0,4.0,5.0,yes,1.0
clg0064,85.0,5.91,5.8,1.0,no,1.0,7.0,2.0,no,4.0
clg0042,94.0,9.92,10.35,1.0,yes,6.0,2.0,0.0,no,3.0
clg0059,68.0,6.17,6.09,10.0,no,1.0,5.0,4.0,no,2.0
clg0011,100.0,6.1,6.4,8.0,no,8.0,4.0,3.0,no,3.0
clg0096,101.0,8.31,8.38,4.0,yes,0.0,8.0,5.0,yes,1.0
clg0032,87.0,6.36,6.33,10.0,no,2.0,3.0,3.0,no,3.0
clg0059,92.0,6.71,6.73,8.0,no,0.0,2.0,0.0,no,5.0
clg0062,112.0,6.4,6.89,8.0,yes,3.0,5.0,0.0,no,6.0
clg0063,99.0,9.13,7.56,6.0,yes,6.0,3.0,3.0,no,3.0
clg0056,109.0,7.55,7.56,8.0,no,9.0,10.0,1.0,no,5.0
clg0033,132.0,7.28,6.99,5.0,yes,0.0,5.0,5.0,no,1.0
clg0073,111.0,6.57,6.97,6.0,no,8.0,9.0,3.0,yes,3.0
clg0054,74.0,9.64,9.53,7.0,no,5.0,6.0,3.0,no,3.0
clg0095,73.0,6.41,6.42,9.0,yes,2.0,10.0,4.0,no,2.0
clg0062,86.0,7.55,7.56,3.0,yes,0.0,4.0,2.0,no,4.0
clg0062,108.0,5.16,5.16,6.0,no,5.0,5.0,2.0,no,4.0
clg0076,76.0,8.77,9.12,2.0,no,5.0,6.0,2.0,no,4.0
clg0014,103.0,7.73,7.77,9.0,yes,8.0,2.0,2.0,no,3.0
clg0016,80.0,6.64,6.27,2.0,no,6.0,7.0,1.0,no,5.0
clg0081,107.0,8.49,7.56,8.0,yes,6.0,4.0,2.0,no,4.0
clg0051,94.0,5.31,4.82,3.0,no,1.0,8.0,0.0,no,3.0
clg0062,115.0,5.09,4.87,7.0,yes,1.0,8.0,5.0,yes,1.0
clg0025,120.0,8.67,7.56,2.0,no,5.0,7.0,0.0,no,6.0
clg0046,96.0,6.14,6.29,9.0,no,4.0,7.0,2.0,no,4.0
clg0010,93.0,8.04,8.05,9.0,no,9.0,1.0,3.0,no,2.0
clg0062,94.0,8.65,9.08,9.0,no,5.0,3.0,2.0,no,3.0
clg0047,102.0,5.2,4.76,5.0,no,9.0,4.0,0.0,no,2.0
clg0023,97.0,7.28,7.56,7.0,no,0.0,6.0,5.0,no,1.0
clg0030,97.0,5.79,5.41,6.0,yes,4.0,5.0,2.0,no,4.0
clg0085,99.0,7.55,7.35,4.0,no,6.0,7.0,2.0,no,4.0
clg0017,82.0,7.91,7.85,7.0,no,5.0,8.0,2.0,no,3.0
clg0071,78.0,6.09,6.32,4.0,yes,10.0,7.0,0.0,no,6.0
clg0054,99.0,8.26,8.26,5.0,yes,7.0,7.0,5.0,yes,1.0
clg0027,94.0,8.35,7.56,8.0,no,8.0,2.0,2.0,no,4.0
clg0027,99.0,8.44,7.98,8.0,no,9.0,10.0,3.0,yes,3.0
clg0008,104.0,7.15,7.09,10.0,no,9.0,6.0,5.0,no,1.0
clg0058,99.0,6.79,6.97,9.0,yes,2.0,8.0,4.0,no,2.0
clg0002,84.0,5.85,6.35,5.0,no,7.0,4.0,1.0,no,4.0
clg0044,97.0,7.55,8.12,6.0,yes,5.0,6.0,3.0,no,3.0
clg0013,121.0,7.55,9.65,4.0,yes,1.0,6.0,0.0,yes,6.0
clg0040,108.0,5.95,5.83,10.0,yes,2.0,2.0,5.0,no,1.0
clg0088,99.0,7.98,7.97,6.0,yes,7.0,1.0,0.0,no,6.0
clg0014,79.0,7.28,6.81,9.0,no,3.0,9.0,1.0,no,5.0
clg0099,107.0,5.27,4.94,2.0,no,7.0,6.0,4.0,no,2.0
clg0037,99.0,9.81,9.89,6.0,no,3.0,7.0,3.0,no,3.0
clg0053,71.0,9.71,9.8,3.0,yes,0.0,8.0,0.0,no,6.0
clg0085,78.0,7.46,7.76,8.0,no,6.0,5.0,2.0,no,4.0
clg0068,93.0,6.8,7.56,5.0,yes,0.0,7.0,1.0,no,5.0
clg0001,104.0,9.58,9.73,5.0,yes,10.0,5.0,3.0,no,3.0
clg0011,75.0,7.79,7.69,1.0,yes,5.0,6.0,2.0,no,3.0
clg0084,99.0,5.2,5.26,8.0,no,5.0,7.0,1.0,no,5.0
clg0075,79.0,9.01,9.44,10.0,no,1.0,4.0,0.0,no,6.0
clg0052,102.0,8.26,7.82,1.0,no,3.0,5.0,1.0,no,5.0
clg0076,75.0,8.71,8.83,7.0,no,8.0,3.0,3.0,no,3.0
clg0018,87.0,7.65,7.43,9.0,no,2.0,4.0,3.0,no,3.0
clg0027,109.0,5.44,5.84,6.0,no,9.0,10.0,2.0,no,3.0
clg0039,107.0,7.55,7.48,6.0,yes,1.0,9.0,1.0,no,5.0
clg0080,99.0,6.57,6.48,5.0,no,1.0,6.0,0.0,no,4.0
clg0062,123.0,5.56,5.12,1.0,no,5.0,2.0,2.0,no,4.0
clg0044,115.0,9.77,9.6,8.0,yes,5.0,6.0,3.0,yes,3.0
clg0063,104.0,6.5,6.16,10.0,no,4.0,6.0,3.0,no,3.0
clg0042,115.0,6.99,7.26,9.0,no,4.0,2.0,2.0,no,4.0
clg0052,110.0,6.76,7.56,2.0,yes,1.0,2.0,1.0,no,5.0
clg0075,97.0,6.17,6.39,7.0,no,9.0,10.0,3.0,no,3.0
clg0022,63.0,5.51,5.21,3.0,yes,0.0,4.0,0.0,no,4.0
clg0063,86.0,7.62,7.7,9.0,yes,8.0,4.0,3.0,no,3.0
clg0070,123.0,7.55,8.39,9.0,yes,0.0,6.0,2.0,yes,4.0
clg0046,99.0,5.09,5.39,4.0,yes,0.0,5.0,5.0,no,1.0
clg0060,92.0,9.65,9.63,2.0,no,0.0,2.0,3.0,no,3.0
clg0060,90.0,8.55,8.73,10.0,yes,10.0,1.0,5.0,no,1.0
clg0062,99.0,6.71,6.64,6.0,no,4.0,5.0,3.0,no,2.0
clg0081,95.0,7.55,9.89,4.0,no,10.0,9.0,5.0,yes,1.0
clg0003,105.0,8.96,9.34,1.0,no,5.0,6.0,4.0,yes,2.0
clg0080,82.0,6.65,6.6,3.0,no,5.0,7.0,2.0,no,4.0
clg0029,102.0,5.11,7.56,7.0,no,9.0,5.0,1.0,no,5.0
clg0077,104.0,7.65,7.92,8.0,no,9.0,5.0,3.0,no,3.0
clg0039,99.0,7.61,7.92,1.0,no,10.0,5.0,5.0,no,1.0
clg0084,106.0,6.71,7.17,9.0,no,5.0,2.0,2.0,no,4.0
clg0025,75.0,7.55,9.48,8.0,no,8.0,2.0,3.0,no,3.0
clg0082,93.0,8.58,8.12,7.0,yes,5.0,7.0,1.0,no,5.0
clg0013,77.0,8.8,8.86,3.0,no,8.0,6.0,3.0,no,3.0
clg0002,92.0,7.55,7.56,1.0,no,3.0,5.0,4.0,no,2.0
clg0033,98.0,7.55,9.72,10.0,no,8.0,10.0,4.0,yes,2.0
clg0059,78.0,5.95,7.56,7.0,no,4.0,2.0,0.0,no,6.0
clg0041,99.0,6.61,6.16,4.0,no,1.0,3.0,0.0,no,6.0
clg0062,123.0,8.97,8.51,5.0,no,0.0,4.0,4.0,yes,2.0
clg0063,111.0,5.9,6.22,4.0,no,7.0,10.0,4.0,yes,2.0
clg0021,92.0,5.44,5.12,3.0,yes,3.0,4.0,2.0,no,4.0
clg0062,85.0,8.91,9.3,10.0,no,6.0,6.0,2.0,no,3.0
clg0024,101.0,9.07,9.45,2.0,no,2.0,6.0,2.0,no,4.0
clg0062,99.0,7.62,7.52,8.0,no,5.0,6.0,4.0,no,2.0
clg0071,102.0,9.3,7.56,2.0,no,0.0,2.0,0.0,no,6.0
clg0019,100.0,8.73,7.56,2.0,yes,7.0,9.0,0.0,no,6.0
clg0049,89.0,7.55,7.59,4.0,no,10.0,10.0,5.0,no,1.0
clg0081,102.0,8.98,9.37,4.0,no,9.0,3.0,4.0,no,2.0
clg0085,107.0,6.3,6.36,1.0,no,2.0,4.0,0.0,no,4.0
clg0087,72.0,6.18,6.19,9.0,yes,1.0,8.0,3.0,no,3.0
clg0030,104.0,7.12,6.82,8.0,no,10.0,2.0,1.0,no,5.0
clg0040,122.0,7.55,8.84,10.0,yes,9.0,6.0,1.0,no,5.0
clg0038,111.0,8.42,8.64,7.0,no,3.0,6.0,5.0,yes,1.0
clg0015,104.0,7.1,6.79,7.0,yes,9.0,6.0,5.0,no,1.0
clg0062,114.0,5.53,5.54,10.0,no,5.0,6.0,0.0,no,6.0
clg0054,138.0,9.07,9.5,8.0,yes,3.0,4.0,4.0,yes,2.0
clg0002,87.0,6.71,6.58,8.0,no,5.0,3.0,4.0,no,2.0
clg0049,111.0,5.85,6.27,9.0,no,9.0,6.0,5.0,no,1.0
clg0035,110.0,9.62,10.05,3.0,no,2.0,5.0,4.0,no,1.0
clg0100,87.0,8.51,8.71,3.0,no,7.0,7.0,4.0,no,2.0
clg0080,88.0,7.39,7.51,9.0,yes,10.0,2.0,1.0,no,5.0
clg0062,95.0,9.09,8.99,1.0,yes,4.0,5.0,3.0,no,3.0
clg0062,99.0,8.5,8.07,1.0,no,0.0,10.0,0.0,yes,6.0
clg0011,99.0,6.11,6.54,10.0,no,7.0,7.0,2.0,no,4.0
clg0062,120.0,9.9,9.46,2.0,no,8.0,1.0,3.0,yes,3.0
clg0073,99.0,9.72,9.72,8.0,no,1.0,5.0,5.0,no,1.0
clg0050,111.0,8.87,7.56,4.0,no,5.0,10.0,5.0,yes,1.0
clg0073,92.0,9.52,9.37,4.0,no,10.0,1.0,5.0,no,1.0
clg0085,99.0,5.19,4.87,6.0,no,5.0,10.0,4.0,no,2.0
clg0033,94.0,6.91,7.01,10.0,no,2.0,6.0,1.0,no,5.0
clg0013,129.0,7.55,7.68,5.0,yes,6.0,4.0,5.0,no,1.0
clg0054,92.0,6.77,6.85,8.0,no,5.0,8.0,5.0,no,1.0
clg0033,104.0,9.75,9.32,4.0,yes,8.0,10.0,4.0,yes,2.0
clg0024,126.0,8.66,7.56,10.0,no,5.0,5.0,4.0,yes,2.0
clg0012,98.0,9.33,9.28,3.0,no,4.0,5.0,4.0,no,2.0
clg0002,86.0,5.68,5.54,3.0,no,6.0,1.0,1.0,no,5.0
clg0057,74.0,9.87,9.76,2.0,no,3.0,2.0,2.0,no,3.0
clg0100,91.0,6.27,7.56,4.0,no,1.0,6.0,4.0,no,2.0
clg0080,84.0,7.32,7.33,9.0,no,10.0,10.0,3.0,no,3.0
clg0088,91.0,6.66,6.92,6.0,yes,2.0,3.0,3.0,no,3.0
clg0082,95.0,8.61,8.89,3.0,yes,1.0,5.0,3.0,no,3.0
clg0100,103.0,8.66,8.64,7.0,yes,0.0,6.0,3.0,no,3.0
clg0084,99.0,8.88,8.98,2.0,yes,6.0,9.0,0.0,no,4.0
clg0062,97.0,7.55,7.78,10.0,no,3.0,2.0,5.0,no,1.0
clg0062,100.0,9.17,9.19,8.0,yes,1.0,3.0,2.0,no,4.0
clg0015,70.0,8.57,8.69,4.0,yes,5.0,4.0,0.0,no,6.0
clg0050,114.0,9.14,8.81,4.0,yes,2.0,2.0,3.0,no,3.0
clg0007,103.0,9.14,9.19,1.0,yes,3.0,3.0,1.0,no,5.0
clg0095,93.0,7.17,7.56,3.0,yes,10.0,9.0,5.0,no,1.0
clg0045,119.0,5.99,5.72,8.0,no,6.0,5.0,3.0,no,3.0
clg0046,118.0,7.55,7.0,4.0,yes,9.0,9.0,3.0,yes,3.0
clg0075,107.0,8.04,8.23,5.0,no,5.0,2.0,3.0,no,2.0
clg0061,103.0,6.78,6.99,5.0,no,8.0,3.0,2.0,no,4.0
clg0026,89.0,8.05,8.25,1.0,yes,9.0,10.0,3.0,yes,2.0
clg0002,120.0,9.28,9.11,9.0,no,6.0,2.0,5.0,yes,1.0
clg0016,92.0,9.7,9.5,4.0,yes,8.0,8.0,0.0,no,6.0
clg0035,99.0,9.84,10.12,7.0,yes,9.0,6.0,5.0,yes,1.0
clg0019,89.0,7.31,6.85,6.0,no,5.0,5.0,0.0,no,5.0
clg0048,99.0,7.73,7.94,6.0,no,9.0,8.0,3.0,yes,3.0
clg0016,96.0,8.91,7.56,1.0,no,2.0,9.0,2.0,yes,4.0
clg0032,86.0,6.7,6.35,7.0,no,9.0,1.0,2.0,no,3.0
clg0021,81.0,7.64,7.84,4.0,no,8.0,6.0,1.0,no,5.0
clg0032,113.0,5.32,5.68,2.0,no,5.0,8.0,4.0,yes,2.0
clg0060,92.0,5.8,6.16,8.0,no,7.0,4.0,2.0,no,4.0
clg0064,103.0,8.64,9.01,7.0,yes,8.0,6.0,1.0,no,5.0
clg0029,96.0,8.98,7.56,2.0,no,8.0,9.0,2.0,yes,4.0
clg0055,96.0,7.4,7.06,1.0,no,4.0,6.0,1.0,no,5.0
clg0061,99.0,6.03,6.15,3.0,no,5.0,6.0,5.0,no,1.0
clg0003,101.0,7.09,7.55,2.0,no,4.0,10.0,2.0,no,4.0
clg0064,105.0,8.88,8.52,8.0,no,10.0,1.0,4.0,no,2.0
clg0018,99.0,9.92,7.56,8.0,yes,2.0,6.0,2.0,no,4.0
clg0012,96.0,7.55,6.05,8.0,no,10.0,9.0,3.0,no,3.0
clg0035,109.0,9.71,9.77,5.0,no,9.0,3.0,3.0,no,2.0
clg0082,101.0,5.41,5.23,1.0,no,3.0,3.0,1.0,no,5.0
clg0043,90.0,6.88,6.85,3.0,no,5.0,6.0,3.0,no,3.0
clg0020,96.0,5.88,5.78,6.0,no,1.0,10.0,2.0,no,4.0
clg0030,138.0,8.05,8.46,8.0,no,2.0,5.0,1.0,no,5.0
clg0045,89.0,6.8,7.16,6.0,no,5.0,1.0,0.0,no,6.0
clg0040,91.0,6.05,5.8,3.0,no,4.0,2.0,3.0,no,3.0
clg0067,85.0,5.96,6.27,10.0,no,0.0,2.0,1.0,no,5.0
clg0022,68.0,9.22,8.98,4.0,no,4.0,6.0,2.0,no,3.0
clg0062,95.0,8.11,7.92,10.0,no,1.0,8.0,4.0,no,2.0
clg0062,99.0,9.34,8.92,9.0,no,2.0,3.0,5.0,yes,1.0
clg0096,98.0,6.41,6.38,4.0,no,4.0,9.0,0.0,no,6.0
clg0027,83.0,6.09,6.06,1.0,no,8.0,9.0,0.0,no,6.0
clg0075,106.0,9.99,9.49,2.0,yes,7.0,1.0,5.0,no,1.0
clg0037,110.0,6.63,6.93,6.0,no,5.0,8.0,2.0,no,3.0
clg0088,99.0,9.14,8.9,4.0,no,3.0,6.0,3.0,no,3.0
clg0063,103.0,7.78,7.35,9.0,no,7.0,10.0,5.0,no,1.0
clg0057,107.0,7.83,7.74,9.0,yes,2.0,3.0,5.0,no,1.0
clg0039,121.0,5.85,5.61,5.0,yes,5.0,4.0,2.0,no,4.0
clg0091,110.0,5.96,6.38,7.0,no,6.0,6.0,5.0,no,1.0
clg0018,86.0,7.55,7.59,2.0,yes,5.0,1.0,4.0,no,2.0
clg0062,99.0,9.22,7.56,4.0,no,8.0,9.0,1.0,no,5.0
clg0015,107.0,9.37,9.85,8.0,yes,7.0,1.0,5.0,no,1.0
clg0063,86.0,8.0,8.16,6.0,yes,7.0,4.0,2.0,no,4.0
clg0050,104.0,7.55,10.01,10.0,yes,9.0,2.0,3.0,no,3.0
clg0020,93.0,6.93,6.63,1.0,no,0.0,2.0,2.0,no,4.0
clg0083,77.0,5.02,4.7,7.0,no,0.0,7.0,5.0,no,1.0
clg0046,78.0,8.59,8.97,3.0,no,4.0,4.0,3.0,no,3.0
clg0083,77.0,5.27,7.56,3.0,no,0.0,8.0,4.0,no,2.0
clg0020,111.0,7.55,6.31,6.0,no,6.0,4.0,3.0,no,3.0
clg0038,113.0,9.22,8.84,3.0,yes,2.0,6.0,5.0,yes,1.0
clg0081,112.0,6.93,7.56,1.0,no,2.0,4.0,5.0,no,1.0
clg0024,99.0,7.55,7.61,7.0,no,2.0,2.0,3.0,no,3.0
clg0083,111.0,9.79,9.84,7.0,no,4.0,10.0,3.0,yes,3.0
clg0003,89.0,7.55,7.52,1.0,no,1.0,3.0,0.0,no,6.0
clg0015,121.0,6.46,6.74,7.0,no,10.0,5.0,5.0,no,1.0
clg0073,111.0,5.24,5.47,3.0,no,6.0,7.0,2.0,no,4.0
clg0036,99.0,6.64,6.39,10.0,no,5.0,6.0,5.0,no,1.0
clg0099,98.0,5.57,5.95,10.0,no,9.0,4.0,4.0,no,2.0
clg0069,90.0,9.95,10.14,3.0,no,1.0,4.0,3.0,no,3.0
clg0040,70.0,6.6,6.87,8.0,no,5.0,6.0,0.0,no,6.0
clg0067,91.0,8.64,8.57,2.0,yes,0.0,7.0,3.0,no,3.0
clg0097,100.0,8.79,7.56,3.0,no,4.0,8.0,5.0,yes,1.0
clg0089,102.0,7.03,6.83,6.0,yes,2.0,2.0,2.0,no,3.0
clg0097,91.0,9.41,9.04,8.0,no,5.0,6.0,3.0,no,3.0
clg0078,119.0,9.56,7.56,9.0,yes,1.0,6.0,3.0,yes,3.0
clg0030,97.0,7.55,7.29,8.0,yes,5.0,6.0,1.0,no,5.0
clg0091,79.0,5.31,5.05,6.0,no,4.0,10.0,0.0,no,6.0
clg0069,91.0,6.21,7.56,4.0,no,9.0,8.0,5.0,no,1.0
clg0062,109.0,6.78,6.54,4.0,no,10.0,6.0,4.0,no,2.0
clg0051,102.0,9.67,9.99,8.0,no,4.0,6.0,0.0,no,5.0
clg0028,99.0,9.23,8.76,6.0,no,4.0,2.0,1.0,no,4.0
clg0010,112.0,9.16,9.35,9.0,no,4.0,1.0,0.0,no,5.0
clg0097,92.0,6.57,6.44,1.0,no,9.0,7.0,4.0,no,2.0
clg0049,98.0,8.65,8.82,10.0,yes,8.0,8.0,2.0,yes,4.0
clg0072,104.0,6.87,7.08,2.0,no,7.0,2.0,3.0,no,3.0
clg0094,112.0,7.56,7.56,7.0,yes,5.0,1.0,4.0,no,2.0
clg0055,102.0,9.83,10.08,9.0,no,10.0,1.0,3.0,no,3.0
clg0058,99.0,9.85,9.95,4.0,yes,3.0,1.0,3.0,yes,2.0
clg0089,84.0,6.6,6.82,2.0,no,8.0,6.0,4.0,no,2.0
clg0062,105.0,7.53,7.14,9.0,no,0.0,1.0,5.0,no,1.0
clg0065,96.0,8.32,7.92,2.0,no,9.0,4.0,1.0,no,4.0
clg0080,114.0,7.98,7.71,6.0,no,6.0,6.0,5.0,no,1.0
clg0079,107.0,5.94,7.56,1.0,no,3.0,9.0,1.0,no,5.0
clg0068,116.0,7.55,9.6,9.0,yes,10.0,8.0,5.0,yes,1.0
clg0062,77.0,6.23,5.96,7.0,yes,5.0,1.0,3.0,no,3.0
clg0056,98.0,7.87,7.58,5.0,no,1.0,4.0,0.0,no,5.0
clg0011,108.0,5.23,4.94,9.0,yes,10.0,1.0,4.0,no,2.0
clg0035,107.0,8.2,8.62,4.0,yes,3.0,6.0,1.0,no,4.0
clg0056,83.0,5.53,7.56,10.0,no,3.0,1.0,5.0,no,1.0
clg0036,101.0,8.9,8.57,8.0,yes,5.0,8.0,0.0,no,6.0
clg0062,97.0,6.78,7.56,10.0,no,2.0,4.0,5.0,no,1.0
clg0062,113.0,8.15,8.04,6.0,no,8.0,6.0,3.0,yes,2.0
clg0043,113.0,6.74,7.01,5.0,no,5.0,3.0,2.0,no,4.0
clg0062,86.0,9.68,9.33,6.0,no,4.0,9.0,3.0,yes,3.0
clg0092,103.0,7.55,7.56,5.0,yes,0.0,6.0,0.0,no,6.0
clg0029,76.0,8.74,8.59,4.0,no,4.0,3.0,2.0,no,4.0
clg0100,79.0,6.35,6.39,7.0,yes,0.0,6.0,4.0,no,2.0
clg0027,86.0,6.69,6.76,6.0,no,2.0,5.0,2.0,no,4.0
clg0021,83.0,5.13,5.38,5.0,yes,2.0,3.0,5.0,no,1.0
clg0002,89.0,7.35,7.46,4.0,no,10.0,7.0,1.0,no,5.0
clg0093,91.0,8.88,9.08,10.0,no,5.0,1.0,0.0,no,5.0
clg0094,112.0,9.54,7.56,1.0,no,5.0,3.0,5.0,yes,1.0
clg0019,89.0,5.06,7.56,6.0,no,5.0,10.0,5.0,no,1.0
clg0032,88.0,9.67,10.17,5.0,yes,1.0,6.0,3.0,no,2.0
clg0051,90.0,6.74,6.42,10.0,yes,9.0,6.0,0.0,no,6.0
clg0031,76.0,8.43,7.96,4.0,yes,3.0,10.0,2.0,no,4.0
clg0051,104.0,5.66,5.31,8.0,no,5.0,5.0,3.0,no,3.0
clg0012,79.0,7.3,7.56,4.0,yes,1.0,6.0,3.0,no,3.0
clg0092,104.0,6.5,6.63,9.0,yes,1.0,10.0,5.0,no,1.0
clg0019,88.0,6.41,6.86,1.0,yes,10.0,6.0,3.0,no,3.0
clg0013,112.0,7.98,7.93,6.0,yes,5.0,5.0,3.0,no,3.0
clg0061,114.0,9.34,9.81,6.0,no,0.0,6.0,5.0,yes,1.0
clg0035,116.0,7.68,7.55,7.0,no,5.0,5.0,5.0,no,1.0
clg0001,87.0,9.46,9.0,7.0,yes,0.0,7.0,3.0,no,3.0
clg0079,114.0,5.2,5.7,5.0,yes,5.0,3.0,0.0,no,6.0
clg0058,99.0,5.28,5.1,10.0,yes,3.0,2.0,3.0,no,2.0
clg0047,68.0,6.14,5.96,6.0,no,5.0,5.0,5.0,no,1.0
clg0020,99.0,5.27,4.86,1.0,no,9.0,6.0,5.0,no,1.0
clg0099,99.0,8.62,7.56,9.0,no,2.0,8.0,3.0,yes,3.0
clg0097,101.0,6.18,5.92,6.0,no,3.0,5.0,1.0,no,5.0
clg0009,99.0,9.97,10.29,6.0,yes,10.0,5.0,1.0,no,3.0
clg0058,99.0,7.55,7.6,6.0,no,3.0,8.0,1.0,no,5.0
clg0027,99.0,6.52,6.63,3.0,no,10.0,7.0,4.0,no,2.0
clg0033,79.0,5.08,5.36,9.0,no,5.0,1.0,2.0,no,4.0
clg0026,99.0,9.54,9.5,3.0,no,0.0,5.0,3.0,no,3.0
clg0062,119.0,7.98,8.28,5.0,no,7.0,6.0,5.0,yes,1.0
clg0056,115.0,7.55,7.92,5.0,yes,9.0,2.0,3.0,no,3.0
clg0062,99.0,6.32,6.17,7.0,no,9.0,5.0,4.0,no,2.0
clg0026,88.0,8.56,8.19,2.0,yes,5.0,8.0,2.0,yes,4.0
clg0097,103.0,8.47,8.95,4.0,no,1.0,4.0,5.0,no,1.0
clg0079,76.0,9.52,9.78,2.0,no,9.0,6.0,5.0,no,1.0
clg0004,99.0,9.83,9.68,7.0,no,4.0,4.0,4.0,no,2.0
clg0024,103.0,5.23,5.18,9.0,no,7.0,5.0,2.0,no,4.0
clg0095,110.0,5.14,7.56,5.0,yes,3.0,3.0,3.0,no,3.0
clg0040,79.0,8.77,7.56,5.0,no,0.0,4.0,0.0,no,6.0
clg0011,85.0,7.55,7.76,9.0,no,6.0,2.0,4.0,no,2.0
clg0062,84.0,7.55,6.31,3.0,yes,5.0,6.0,5.0,no,1.0
clg0063,76.0,5.56,5.12,3.0,yes,9.0,9.0,4.0,no,2.0
clg0012,124.0,8.62,9.04,4.0,yes,7.0,6.0,0.0,yes,6.0
clg0039,110.0,7.82,7.56,8.0,no,10.0,3.0,2.0,no,4.0
clg0080,91.0,7.94,7.56,9.0,no,2.0,6.0,2.0,yes,4.0
clg0077,115.0,8.91,8.69,1.0,no,10.0,6.0,1.0,no,5.0
clg0062,95.0,9.04,9.17,8.0,no,1.0,1.0,2.0,no,4.0
clg0014,94.0,9.47,7.56,5.0,no,5.0,6.0,2.0,yes,4.0
clg0058,92.0,5.59,6.02,3.0,yes,9.0,3.0,4.0,no,2.0
clg0068,99.0,5.57,5.73,7.0,no,5.0,4.0,1.0,no,5.0
clg0077,102.0,9.52,9.55,8.0,no,7.0,10.0,0.0,no,6.0
clg0086,81.0,7.55,7.15,3.0,no,1.0,7.0,4.0,no,1.0
clg0083,99.0,6.86,7.19,5.0,no,5.0,5.0,1.0,no,5.0
clg0006,97.0,9.07,8.9,7.0,no,7.0,1.0,5.0,no,1.0
clg0065,90.0,5.39,5.74,6.0,yes,9.0,8.0,0.0,no,6.0
clg0012,99.0,8.86,8.94,3.0,yes,4.0,10.0,5.0,yes,1.0
clg0016,101.0,6.67,6.83,7.0,no,9.0,7.0,1.0,no,4.0
clg0023,90.0,8.95,8.67,1.0,no,8.0,8.0,4.0,yes,2.0
clg0026,94.0,7.88,7.56,5.0,no,0.0,5.0,2.0,no,4.0
clg0046,95.0,9.63,9.96,5.0,no,1.0,5.0,3.0,no,3.0
clg0072,93.0,6.33,6.38,4.0,yes,8.0,5.0,2.0,no,4.0
clg0090,74.0,7.2,6.84,3.0,yes,6.0,8.0,3.0,no,3.0
clg0053,75.0,6.44,6.39,10.0,no,1.0,6.0,5.0,no,1.0
clg0088,99.0,6.07,5.93,10.0,yes,0.0,8.0,3.0,no,3.0
clg0052,67.0,7.01,7.56,7.0,no,4.0,1.0,5.0,no,1.0
clg0037,105.0,5.48,5.64,3.0,yes,0.0,2.0,3.0,no,3.0
clg0006,105.0,8.34,8.39,5.0,no,9.0,6.0,4.0,no,2.0
clg0025,80.0,5.18,5.3,4.0,no,2.0,5.0,1.0,no,3.0
clg0023,91.0,7.55,7.49,9.0,yes,8.0,6.0,2.0,no,4.0
clg0024,87.0,7.43,7.89,10.0,yes,8.0,7.0,0.0,no,4.0
clg0062,90.0,9.98,9.58,8.0,no,4.0,10.0,2.0,yes,4.0
clg0062,92.0,6.64,7.09,10.0,yes,5.0,6.0,1.0,no,5.0
clg0022,113.0,6.63,6.37,3.0,no,0.0,9.0,3.0,yes,3.0
clg0027,84.0,6.16,6.57,6.0,yes,3.0,7.0,4.0,no,2.0
clg0057,91.0,7.12,7.45,9.0,yes,8.0,2.0,2.0,no,4.0
clg0085,106.0,6.53,6.14,7.0,no,6.0,10.0,3.0,no,3.0
clg0068,95.0,6.54,6.66,5.0,no,4.0,7.0,1.0,no,5.0
clg0089,107.0,9.88,10.34,3.0,yes,9.0,8.0,4.0,yes,1.0
clg0094,119.0,5.62,6.05,7.0,yes,5.0,3.0,1.0,no,4.0
clg0072,127.0,8.33,7.56,10.0,no,10.0,10.0,2.0,yes,4.0
clg0019,99.0,6.67,6.23,3.0,yes,4.0,5.0,1.0,no,5.0
clg0050,104.0,7.34,7.63,5.0,yes,4.0,5.0,2.0,no,3.0
clg0003,125.0,8.34,7.9,6.0,yes,6.0,4.0,2.0,no,4.0
